,Venue,Venue Latitude,Venue Longitude,Venue Category
4114,Village Vanguard,40.73595334338886,-74.00151582931665,Jazz Club
4115,Don Angie,40.7378037,-74.00209389999999,Italian Restaurant
4116,Mighty Quinn's BBQ,40.7367065,-74.0014332,BBQ Joint
4117,Vin Sur Vingt,40.73659,-74.0013,Wine Bar
4118,Equinox Greenwich Avenue,40.73756890683277,-74.00177725483236,Gym
4119,Rattlestick Playwrights Theater,40.73603794734299,-74.00183854234282,Indie Theater
4120,The Waverly Inn,40.73705295680261,-74.00204929821246,American Restaurant
4123,The James Beard House,40.73701373501057,-73.99996344073277,Restaurant
4124,New York City AIDS Memorial,40.737297090685644,-74.00127800431396,Park
4126,The Ink Pad,40.73781345295286,-74.00017322532906,Arts & Crafts Store
4127,Roey’s,40.735949,-74.000947,Café
4128,Elephant & Castle,40.736158612497114,-74.00092184436657,Breakfast Spot
4129,Johnny's Bar,40.737735687399706,-74.00180452139357,Dive Bar
4132,Nordstrom Local,40.736764,-74.000762,Department Store
4133,Starbucks Reserve,40.736561,-74.00083,Coffee Shop
4134,St Vincent's Triangle Park,40.737168548701995,-74.00093575461246,Park
4135,Baby Brasa,40.73597921898518,-74.0013797115826,Peruvian Restaurant
4136,Starbucks,40.73725,-74.00172,Coffee Shop
4137,4 Charles Prime Rib,40.735219495923204,-74.0006488188871,Steakhouse
4141,Bluestone Lane Collective Cafe,40.73580802028507,-74.0008632838726,Café
4144,Flex Mussels,40.737577258298,-73.99958075655758,Seafood Restaurant
4145,Gottino Enoteca Salumeria,40.735754338972924,-74.00060318303046,Wine Bar
4146,Rahi,40.73596784486649,-74.00078323150706,Indian Restaurant
4149,Saturdays Surf NYC,40.73575102796239,-74.00168743171322,Board Shop
4152,Morandi,40.7353343387144,-74.0017210581156,Italian Restaurant
4155,The Original Sandwich Shoppe,40.735937,-74.000562,Sandwich Place
4158,Wogies Bar & Grill,40.7353158906311,-74.00056524731411,Bar
4164,The Public Theater,40.72916880904384,-73.99207037967628,Theater
4165,Barry's Bootcamp,40.7289365661847,-73.99224109396116,Gym / Fitness Center
4166,Shake Shack,40.72999845323382,-73.9896956893842,Burger Joint
4167,MUJI,40.728645015113486,-73.99132132530212,Miscellaneous Shop
4168,sweetgreen,40.7297944,-73.9922097,Salad Place
4169,Juice Generation,40.73003683564957,-73.99228265453472,Juice Bar
4170,Ise Restaurant,40.729124,-73.989979,Soba Restaurant
4171,Joe's Pub,40.729275386862724,-73.99195905981068,Music Venue
4172,Ippudo,40.730948,-73.990287,Ramen Restaurant
4173,Warehouse Wines & Spirits,40.72996718395178,-73.9929988835909,Liquor Store
4174,Flywheel Sports,40.730068,-73.990167,Cycle Studio
4175,Eliza’s Local,40.72946873264754,-73.98972784514397,Bar
4176,The Alley,40.729437,-73.991095,Bubble Tea Shop
4177,Bluestone Lane,40.730104405948026,-73.9903074502945,Coffee Shop
4178,Astor Place,40.729922223206486,-73.99113070205034,Plaza
4179,The Donut Pub,40.729886,-73.99296,Donut Shop
4180,NYSC Flagship Astor Place,40.72996743980256,-73.99234344976432,Gym / Fitness Center
4181,51 Astor Place,40.730097947319564,-73.9903579709101,Office
4182,Astor Plate,40.72956780913897,-73.99123549461365,Food Stand
4183,Blue Bottle Coffee,40.729871,-73.992658,Coffee Shop
4184,Papyrus,40.73049677499117,-73.9925766612515,Gift Shop
4185,Juice Vitality,40.729714154152404,-73.98365020751953,Juice Bar
4186,Taverna Kyclades,40.731354,-73.983021,Greek Restaurant
4187,Hawa Smoothies & Bubble Tea,40.7309500878534,-73.98154476078437,Juice Bar
4188,Hearth,40.730032,-73.983304,Italian Restaurant
4189,Motorino,40.73016173279871,-73.98393602503445,Pizza Place
4190,Luzzo's,40.73056492935832,-73.98319149074905,Pizza Place
4191,Jeepney Filipino Gastropub,40.73030664491049,-73.98361667990685,Filipino Restaurant
4192,Sao Mai,40.73036166365695,-73.98331728245851,Vietnamese Restaurant
4193,Sister Jane,40.73080012487371,-73.98334982993023,American Restaurant
4194,S'MAC,40.730227,-73.983696,Mac & Cheese Joint
4195,Ducks Eatery,40.730242,-73.983821,BBQ Joint
4196,Luthun,40.73000684321368,-73.98184776306152,New American Restaurant
4197,Artichoke Basille’s Pizza,40.732028,-73.983921,Pizza Place
4198,Ichibantei,40.730663356356125,-73.98282676935196,Japanese Restaurant
4199,Mee Noodle Shop,40.730883810218835,-73.98293353048413,Chinese Restaurant
4200,14th Street Y,40.73155364396111,-73.9830574976353,Gym / Fitness Center
4201,Sauce Pizzeria,40.730220738824464,-73.98409435083893,Pizza Place
4202,Balade - Eastern Mediterranean,40.73041359564602,-73.98318742228956,Lebanese Restaurant
4203,Kati Thai Cuisine,40.73154959227951,-73.98293680951741,Thai Restaurant
4204,Big Arc Chicken,40.731171553300626,-73.98273941039862,Middle Eastern Restaurant
4205,O'Hanlon's Bar,40.73154561941064,-73.98295288664148,Pub
4206,Petopia,40.73100191194781,-73.98158622282185,Pet Store
4207,Chase Bank,40.73204349426456,-73.98242952723766,Bank
4208,Hamptons Market Place,40.730690404244434,-73.98294267344437,Deli / Bodega
4209,T-Mobile,40.731087121933925,-73.9824392396713,Mobile Phone Shop
4210,Vinny Vincenz,40.73111670122165,-73.98277648492191,Pizza Place
4211,Cafe Mogador,40.72727735358458,-73.98450529800188,Moroccan Restaurant
4212,Kura,40.726802644699376,-73.98344407523645,Japanese Restaurant
4213,Xe Máy Sandwich Shop,40.727435002070386,-73.98483464336338,Vietnamese Restaurant
4214,Good Beer NYC,40.727643,-73.983835,Beer Store
4215,Miss Lily's 7A,40.72605803974587,-73.98368581540872,Caribbean Restaurant
4216,Amor y Amargo,40.725732235492906,-73.98429661989212,Cocktail Bar
4217,Thursday Kitchen,40.727660587863404,-73.98376058578447,Korean Restaurant
4218,Ruffian Wine Bar & Chef's Table,40.7263230093044,-73.98413564578144,Wine Bar
4219,Avant Garden,40.72616113541542,-73.98386607655708,Vegetarian / Vegan Restaurant
4220,Confectionery!,40.727384403659435,-73.98290563028586,Dessert Shop
4221,Ho Foods,40.726520705058796,-73.98466190886097,Taiwanese Restaurant
4222,Pylos,40.7261887186205,-73.9839939152354,Greek Restaurant
4223,Mokyo,40.727179,-73.984056,Korean Restaurant
4224,Proletariat,40.727308189459706,-73.98457230106891,Bar
4225,Tompkins Square Park,40.72622630237012,-73.98223675697439,Park
4226,Ray's Candy Store,40.72617235930061,-73.98341894976275,Dessert Shop
4227,Hanoi House,40.7269053677238,-73.98360309256832,Vietnamese Restaurant
4228,Pink Olive,40.7274574687128,-73.98306512642401,Gift Shop
4229,Craft + Carry,40.726927,-73.984149,Beer Bar
4230,Crif Dogs,40.727019990853925,-73.98382440512454,Hot Dog Joint
4231,Westville Bakery,40.727705,-73.983318,Bakery
4232,Village Square Pizza,40.72746410480142,-73.98251488833888,Pizza Place
4233,Yuca Bar & Restaurant,40.72605518774885,-73.98363284440495,Tapas Restaurant
4234,PDT (Please Don't Tell),40.72707323918538,-73.98383234516828,Speakeasy
4235,Ladybird,40.72651436911113,-73.98466888002645,Vegetarian / Vegan Restaurant
4236,Banh Mi Zon,40.725771,-73.984462,Vietnamese Restaurant
4237,TabeTomo,40.72688545881415,-73.98292005947884,Ramen Restaurant
4238,East Village Social (EVS),40.726897995553685,-73.98364076226777,Bar
4239,Lovers of Today,40.725757,-73.983281,Cocktail Bar
4240,Superiority Burger,40.72754947104763,-73.9832897923765,Vegetarian / Vegan Restaurant
4241,Giano Restaurant,40.7262419854671,-73.98411424942987,Italian Restaurant
4242,Big Gay Ice Cream Shop,40.72628693223872,-73.98411441252529,Ice Cream Shop
4243,Empellón Al Pastor,40.7267105,-73.9834619,Mexican Restaurant
4244,Bua,40.7268537,-73.9838067,Bar
4245,Honeybee’s,40.725677,-73.984063,Cocktail Bar
4246,Nowon,40.72539,-73.983475,Korean Restaurant
4247,Dian Kitchen,40.72752385640814,-73.9832675757664,Chinese Restaurant
4248,Tompkins Square Greenmarket,40.72617128657612,-73.98332609372059,Farmers Market
4249,The Brindle Room,40.72815413633835,-73.98284148552706,American Restaurant
4250,East Village Books,40.72737410986738,-73.98466961720919,Used Bookstore
4251,Dumpling Man,40.72739073776658,-73.98473092104267,Dumpling Restaurant
4252,Tacos Cuautla Morelos,40.727463069903365,-73.98306930735022,Mexican Restaurant
4253,Ten Degrees,40.726836397526206,-73.98346835132236,Wine Bar
4254,Future You Café,40.726512,-73.984353,Coffee Shop
4255,David's Cafe,40.72719565514427,-73.98425384168603,French Restaurant
4256,Augurs Well,40.726977809557575,-73.98379070871823,Bar
4257,Neighborhood Barbers,40.727564785654536,-73.98312948958397,Salon / Barbershop
4258,787 Coffee,40.726312,-73.983846,Coffee Shop
4259,Horus Café on A,40.72794896551914,-73.98217781929077,Hookah Bar
4260,Hanoi Soup Shop,40.72689,-73.983661,Vietnamese Restaurant
4261,Blink Fitness,40.72566805864742,-73.9835690315461,Gym
4262,Taberna 97,40.72749,-73.984564,Portuguese Restaurant
4263,L'Artusi,40.733887817554255,-74.00511448337453,Italian Restaurant
4264,I Sodi,40.733347779050895,-74.00494719308303,Italian Restaurant
4265,The ELK,40.7341571981377,-74.00744944810867,Coffee Shop
4266,Upright,40.734984297007806,-74.00614324770322,Cocktail Bar
4267,Goorin Bros. Hat Shop - West Village,40.73360879617734,-74.00441099976986,Accessories Store
4268,The Meadow - Manhattan,40.733959545434345,-74.0062690796314,Gourmet Shop
4269,Decoy,40.734181587313365,-74.00646239519119,Chinese Restaurant
4270,The Little Owl,40.73244092098896,-74.0054235934664,American Restaurant
4271,Oslo Coffee Roasters,40.733862641620995,-74.0055236533668,Coffee Shop
4272,RedFarm,40.7341944046942,-74.00626846361915,Chinese Restaurant
4273,McNulty's Tea & Coffee Co,40.733294099833444,-74.00520280831209,Gourmet Shop
4274,Fiaschetteria Pistoia,40.73320302019469,-74.0054261097811,Italian Restaurant
4275,Employees Only,40.7334216177383,-74.00622759147551,Speakeasy
4276,Katana Kitten,40.734236066848545,-74.00626697043512,Cocktail Bar
4277,Uncle Funkys Boards,40.73420608858602,-74.00725520439772,Board Shop
4278,Sanpanino,40.73287040458323,-74.00644634567614,Sandwich Place
4279,Lucille Lortel Theatre,40.7331763256703,-74.00570245471664,Theater
4280,The Leather Man,40.733292081099684,-74.0051608228791,Adult Boutique
4281,Red Paper Clip,40.733105,-74.005617,New American Restaurant
4282,Jeju Noodle Bar,40.73294539559912,-74.0073655954149,Korean Restaurant
4283,Garber Hardware,40.733973589411505,-74.00735287811784,Hardware Store
4284,Brodo,40.73295036660984,-74.00648804543646,Soup Place
4285,Flip Sigi,40.73396,-74.006458,Filipino Restaurant
4286,Black Stone Roasters,40.73315132060385,-74.0064170542184,Coffee Shop
4287,Housing Works Thrift Shop,40.73385479510609,-74.00588531308613,Thrift / Vintage Store
4288,Sea Grape Wine Shop,40.73347800422594,-74.00633043059608,Wine Shop
4289,Ty's Bar,40.73323592289702,-74.00540916726841,Gay Bar
4290,Citi Bike Station,40.73291740326451,-74.00706052780151,Bike Rental / Bike Share
4291,Cowgirl,40.73373338282062,-74.0062998849649,Tex-Mex Restaurant
4292,Café Kitsuné,40.735045,-74.005892,Café
4293,Gaetana's Cucina Italiana,40.73286359677627,-74.00754392438093,Italian Restaurant
4294,Stephen Weiss Studio,40.73418272255223,-74.00708109917944,Art Gallery
4295,The Warren,40.7331756,-74.0067516,American Restaurant
4296,Amber,40.73295838510926,-74.00685950040614,Sushi Restaurant
4297,Urban Zen,40.734116748293,-74.00705921168708,Temple
4298,Sweet Life Cafe,40.732965,-74.007856,Breakfast Spot
4299,Joseph Leonard,40.733681436202154,-74.00176726868112,New American Restaurant
4300,Via Carota,40.73305214118735,-74.00357299198289,Italian Restaurant
4301,Buvette,40.732782202032624,-74.00427521034509,French Restaurant
4302,Jeffrey's Grocery,40.733919,-74.001346,American Restaurant
4303,Smalls Jazz Club,40.734358,-74.002789,Jazz Club
4304,L’Accolade,40.732486,-74.00381,Bistro
4305,Bar Pisellino,40.73312728347721,-74.0031793144429,Cocktail Bar
4306,SOCKERBIT sweet & swedish,40.733447051985785,-74.00400457341316,Candy Store
4308,Bar Sardine,40.7343340194585,-74.00282531976698,Gastropub
4309,Jo Malone London,40.733491361318045,-74.00432077905795,Cosmetics Shop
4310,Empellón Taqueria,40.7341333,-74.00314689999999,Taco Place
4311,Fairfax,40.734304,-74.003058,Café
4312,Westville West,40.73405465754775,-74.00427852255717,American Restaurant
4313,Fedora,40.734465303627914,-74.0030021994743,New American Restaurant
4314,Aēsop,40.73381663088125,-74.0042918219484,Cosmetics Shop
4315,The Blind Tiger,40.73182351997359,-74.003316833029,Beer Bar
4316,Panca,40.732786160630454,-74.00325949332264,Latin American Restaurant
4317,Taco Mahal,40.73240508476288,-74.00350113625272,Indian Restaurant
4318,Chip NYC,40.732375,-74.003871,Bakery
4319,Fat Cat,40.73366485904617,-74.00294995195692,Jazz Club
4320,The Spaniard,40.7327497,-74.0021829,Pub
4321,Stonewall Inn,40.73367611390823,-74.0021494330631,Gay Bar
4322,Scotch & Soda,40.733088973481365,-74.00391564534402,Men's Store
4323,Bobo,40.734379,-74.002545,French Restaurant
4324,Bleecker Street Pizza,40.73226793926731,-74.00358913751454,Pizza Place
4325,Sushi on Jones (West 10th),40.734040354555205,-74.00433095515368,Japanese Restaurant
4326,"One if by Land, Two if by Sea",40.73267121546499,-74.00275008303979,American Restaurant
4327,Ofrenda,40.733901031816245,-74.00261889152168,Mexican Restaurant
4328,Marie's Crisis Cafe,40.733221,-74.003378,Piano Bar
4329,The Duplex,40.73362737810648,-74.00261086731909,Gay Bar
4330,Stonewall National Monument,40.73353018421624,-74.0025909277502,Historic Site
4331,Big Gay Ice Cream Shop,40.733210542604546,-74.0030594673938,Ice Cream Shop
4332,Wilfie & Nell,40.7340642,-74.0030705,Gastropub
4333,Milk Bar West Village,40.7334552,-74.0032794,Café
4334,The Garret,40.73233477551172,-74.00368179147651,Speakeasy
4335,Suprema Provisions,40.73273693981835,-74.00335491270052,Italian Restaurant
4336,Ramen-Ya,40.73253,-74.00167,Ramen Restaurant
4337,The Loyal,40.73218246894795,-74.00346856702589,Restaurant
4338,Flip N Toss,40.73347059050955,-74.00360251762612,Burger Joint
4339,Two Boots,40.733116,-74.002907,Pizza Place
4340,Kettle of Fish,40.73365054230585,-74.0024070384017,Bar
4341,While We Were Young,40.73411943450029,-74.00268240699828,American Restaurant
4342,Lamano,40.73373530461541,-74.00158508467291,Spanish Restaurant
4343,Five Guys,40.7323311,-74.0038143,Burger Joint
4344,Boucherie,40.73314143829562,-74.00299054193025,French Restaurant
4345,The Monster,40.73352218437067,-74.00250816979523,Gay Bar
4346,Murray's Cheese,40.73100494148146,-74.00291557226433,Cheese Shop
4347,Faicco's Italian Specialties,40.73111661087598,-74.0030425786972,Sandwich Place
4348,sweetgreen,40.72999212563189,-74.00243385198331,Salad Place
4349,Pearl Oyster Bar,40.731442999144235,-74.00206638465097,Seafood Restaurant
4350,Palma,40.731312905183955,-74.00240939266102,Italian Restaurant
4351,Nami Nori,40.730194,-74.003229,Japanese Restaurant
4352,Comedy Cellar at The Village Underground,40.730792222213175,-74.00084635246698,Comedy Club
4353,IFC Center,40.73116744453376,-74.00133865664215,Indie Movie Theater
4354,Carmine Street Beers,40.72994467428766,-74.00372766325108,Beer Store
4355,Bombay Bistros,40.73136,-74.00253,Indian Restaurant
4356,Joe's Pizza,40.73046111519949,-74.00197226155092,Pizza Place
4357,Porto Rico Importing Co.,40.729483331276,-74.00172204973289,Coffee Shop
4358,Wolfnights,40.7304771146927,-74.0026035764751,Sandwich Place
4359,Molly's Cupcakes,40.7301486447128,-74.00226234539089,Cupcake Shop
4360,The Grey Dog - West Village,40.7299318602736,-74.00401030816786,American Restaurant
4361,John's of Bleecker Street,40.73173166751651,-74.0032673491852,Pizza Place
4362,Kesté Pizza & Vino,40.731542,-74.002953,Pizza Place
4363,The Doughnut Project,40.731380160574794,-74.0036238650244,Donut Shop
4364,Popbar,40.73054280131296,-74.0019991993904,Ice Cream Shop
4365,Berimbau do Brasil,40.73001947455569,-74.00362614201227,Brazilian Restaurant
4366,Tacombi,40.731096285627316,-74.00278508663176,Mexican Restaurant
4367,Numero 28,40.730251936189816,-74.00276479826218,Pizza Place
4368,Jack's Wife Freda,40.72999878073249,-74.00358362951366,Mediterranean Restaurant
4369,Bluestone Lane,40.730008851953066,-74.00285540556075,Café
4370,Baker & Co.,40.731256743957516,-74.00300704637834,Italian Restaurant
4371,Cones,40.73167814446031,-74.00325510757546,Ice Cream Shop
4372,Xi’an Famous Foods,40.730940088425115,-74.00164344986142,Chinese Restaurant
4374,Urban Vegan Kitchen,40.730018792418896,-74.00354871522137,Vegetarian / Vegan Restaurant
4375,Codino,40.72980975356578,-74.00409709580583,Italian Restaurant
4376,Dos Toros Taqueria,40.73034742131809,-74.00219593394873,Burrito Place
4377,Juice Generation,40.7309065373459,-74.0026400619713,Juice Bar
4378,Market Table,40.7298865151188,-74.00387118434219,American Restaurant
4379,Rafele,40.73104010211795,-74.00432949274892,Italian Restaurant
4380,Da Toscano,40.730311,-74.001023,Italian Restaurant
4381,Menkoi Sato,40.731647913303604,-74.00144658640019,Ramen Restaurant
4382,West 4th Street Courts (The Cage),40.73128290264114,-74.00114629161045,Basketball Court
4383,232 Bleecker,40.73015480000001,-74.0025683,New American Restaurant
4384,Fay Da Bakery,40.731102,-74.00162,Bakery
4385,Trattoria Pesce Pasta,40.731236294068324,-74.0029758656901,Italian Restaurant
4386,Pasticceria Rocco,40.7308059022432,-74.00276327968298,Dessert Shop
4387,Prodigy Coffee,40.73015523930512,-74.00307224551081,Coffee Shop
4388,Cafe Clover,40.72957704640255,-74.00241538902911,American Restaurant
4389,Minetta Playground,40.730814814924244,-74.00147177147903,Playground
4390,Father Demo Square,40.73026332608266,-74.00212683166312,Park
4391,Mariposa Rosa,40.72993,-74.004119,Taco Place
4392,La Vid Wines & Spirits,40.731027,-74.001859,Wine Shop
4393,27 Morton,40.73119,-74.00435,Eastern European Restaurant
4394,Jack's Stir Brew Coffee,40.72949,-74.00297,Coffee Shop
4395,Luv Tea,40.729682315458824,-74.0038754519203,Tea Room
4396,Marie Blachère,40.73055869832247,-74.00171106443514,Bakery
4397,Cocu,40.73004590000001,-74.00268109999999,French Restaurant
4398,Hertz,40.731122,-74.004012,Rental Car Location
4399,Uncle Chop Chop,40.7316059779441,-74.0015484609078,Asian Restaurant
4400,Brooklyn Bagel & Coffee Company,40.730912575619136,-73.9932591437105,Bagel Shop
4403,Boba Guys,40.73012152738398,-73.9942978496601,Bubble Tea Shop
4405,The Boil,40.730275140388926,-73.99438977241516,Cajun / Creole Restaurant
4406,Brow Zone,40.7286801112582,-73.99477167078524,Spa
4407,White Oak Tavern,40.73034007183011,-73.99470889602242,Restaurant
4408,Matto Espresso,40.730270000000004,-73.994043,Coffee Shop
4409,Arcadia Earth,40.729002,-73.993423,Exhibit
4410,Starbucks Reserve,40.72994333023035,-73.9939131949986,Coffee Shop
4415,Haven Spa,40.72847395760225,-73.99545760834009,Spa
4416,Calexico Cart,40.73068337602845,-73.99568315868798,Food Truck
4417,Robin Kovary Run for Small Dogs,40.730117371191945,-73.99752613817263,Dog Run
4419,Washington Square Playground,40.73075868623094,-73.99658825569047,Playground
4420,Urban Wines NYC,40.724277609066995,-73.98763034113799,Wine Shop
4421,Lil' Frankie's,40.723444771266365,-73.9883282856349,Italian Restaurant
4422,Lucien,40.723329,-73.988071,French Restaurant
4423,The Lazy Llama Coffee Bar,40.72350640379608,-73.98867934942245,Coffee Shop
4424,Umi No Ie,40.724841294374464,-73.9881358914095,Japanese Restaurant
4425,El Diablito Taqueria,40.725228897078274,-73.98904211451524,Mexican Restaurant
4426,Downtown Bakery,40.7253138959479,-73.9869344406366,Mexican Restaurant
4427,V-Nam Cafe,40.723534,-73.988101,Vietnamese Restaurant
4428,Benemon,40.72568732651585,-73.98824323599241,Japanese Restaurant
4429,MONO+MONO,40.725428216445586,-73.98804356358572,Wings Joint
4430,Boilermaker,40.72343,-73.988576,Cocktail Bar
4431,Spiegel,40.723849294745705,-73.98795417827591,Café
4432,Al Horno Lean Mexican Kitchen,40.72497413914518,-73.98716064140658,Mexican Restaurant
4433,d.b.a.,40.7241623918401,-73.98776819038234,Bar
4434,La Colombe Torrefaction,40.72666183291906,-74.00707957223425,Coffee Shop
4435,Westville,40.727221151670925,-74.0073925599043,American Restaurant
4436,Children's Museum of the Arts,40.72746742738934,-74.00804776645211,Art Museum
4437,Rafiqi's Halal Food,40.72702155734744,-74.00733823932802,Food Truck
4438,Chalait,40.728649835193956,-74.00744428539782,Coffee Shop
4439,Seven Grams Caffe,40.727228297351914,-74.00589288897606,Coffee Shop
4440,Fire Belly Korean BBQ,40.72835903527474,-74.00710296406899,Food Truck
4441,The Compleat Sculptor,40.72659473184741,-74.00829067075824,Arts & Crafts Store
4442,Dig Inn,40.727636,-74.006837,American Restaurant
4443,Gregory's Coffee,40.72767,-74.00708,Coffee Shop
4444,Mae Mae Cafe,40.72651606389417,-74.00702973391586,New American Restaurant
4445,Kate Werble Gallery,40.72663938938976,-74.00776500706309,Art Gallery
4446,Chase Bank,40.727606,-74.0075949,Bank
4447,Carbone,40.72790327156426,-74.00013635911864,Italian Restaurant
4448,Chobani,40.72581867292355,-74.00098495024535,Snack Place
4449,Aesop,40.725759844013524,-74.00121966016374,Cosmetics Shop
4450,Rapha NYC,40.72596825325445,-74.00122621589483,Clothing Store
4451,Local,40.727089082727915,-74.00191220344334,Beer Bar
4452,La Colombe Torrefaction,40.72581964106336,-74.00119185447693,Coffee Shop
4453,Summers Juice & Coffee,40.72763983514445,-74.00031578572107,Café
4454,Banter,40.7279592919172,-74.00120508994551,Café
4455,Miss Lily's & Melvin's Juice Box,40.727916,-74.001423,Caribbean Restaurant
4456,Coco Pazzo Kitchen & Restaurant,40.726036487672694,-74.0015071234133,Italian Restaurant
4457,west~bourne,40.72693188943623,-74.0020217484272,Café
4458,Tomoe Sushi,40.727743080016886,-74.0002670334584,Sushi Restaurant
4459,Sadelle's,40.726316492706346,-74.00035723351957,Bagel Shop
4460,Benefit Cosmetics,40.726182474587795,-74.00079488754272,Cosmetics Shop
4461,Lupa,40.72757667367626,-74.00009498834322,Italian Restaurant
4462,Brigadeiro Bakery,40.727525344443656,-74.00144894439605,Dessert Shop
4463,New York Pilates - West Village,40.72772466755815,-74.00118149917556,Pilates Studio
4464,Van Leeuwen Ice Cream,40.726203,-73.9989,Ice Cream Shop
4465,Pepe Rosso To Go,40.727226,-74.001595,Italian Restaurant
4466,Harbs,40.72653781837405,-74.00005535615513,Dessert Shop
4467,Morgenstern’s Finest Ice Cream,40.7270567382626,-73.99986366383841,Ice Cream Shop
4468,Marisa Perry,40.72588197524373,-74.00113727246949,Jewelry Store
4469,Arturo's Restaurant,40.727407,-74.000378,Italian Restaurant
4470,Il Corallo Trattoria,40.726316030836585,-74.0019432615774,Italian Restaurant
4471,JOE & THE JUICE,40.725983351525194,-74.00129767836906,Juice Bar
4472,National Geographic Gallery,40.725958,-74.000621,Art Gallery
4473,Bar Moga,40.727776,-74.001129,Cocktail Bar
4474,Bosie,40.727617,-73.999291,Tea Room
4475,The Folly,40.727096595294775,-74.00009867099945,Cocktail Bar
4476,Jane,40.727197459426144,-74.00039726903712,American Restaurant
4477,Sweet Rehab,40.726755,-74.001935,Dessert Shop
4478,M & O Market and Deli,40.726024027846435,-74.00136002799596,Sandwich Place
4479,Pinch Chinese,40.726356519860495,-74.00194814736723,Chinese Restaurant
4480,142 Sullivan,40.727091,-74.002016,Bar
4481,Dos Caminos,40.7266452,-73.9999024,Mexican Restaurant
4482,Madame X,40.72715865212484,-74.0001316760446,Lounge
4484,Heyday,40.727784,-73.993761,Spa
4485,Yoga Vida,40.7270016507027,-73.99522462200933,Yoga Studio
4486,Work Train Fight,40.726382875668484,-73.99584194137591,Gym
4487,Michael Andrews Bespoke,40.72758724529135,-73.99447622845963,Men's Store
4488,Equinox Bond Street,40.72708,-73.994788,Gym / Fitness Center
4489,Venus by Maria Tash,40.7268574115488,-73.99551328395741,Accessories Store
4490,The Evolution Store,40.72824255908608,-73.9946311712265,Hobby Shop
4491,Blick Art Materials,40.726668075300076,-73.99475772919754,Arts & Crafts Store
4492,Levain Bakery,40.72614,-73.9947,Bakery
4493,KITH,40.7259802230913,-73.99453192949295,Men's Store
4494,Away,40.7268903567791,-73.99394009112211,Luggage Store
4495,ACME Basement,40.72736151817271,-73.99384600516412,Cocktail Bar
4496,Mercer Playground,40.72763378890411,-73.99656638503075,Playground
4497,ACME,40.72728609069186,-73.99387989702423,American Restaurant
4498,Atla,40.7271134,-73.9940447,Mexican Restaurant
4499,Le Pain Quotidien,40.72629630430547,-73.9950723946094,Bakery
4500,Two Hands,40.72651,-73.99552,Australian Restaurant
4501,Urban Outfitters,40.72609,-73.99608,Clothing Store
4502,Coco & Cru,40.726654,-73.995926,Australian Restaurant
4503,New York Sports Clubs,40.727556,-73.9959131,Gym / Fitness Center
4504,Mercer Street Books,40.726664972831166,-73.99673600533703,Bookstore
4505,Café Angelique,40.726376303585226,-73.995485467065,Café
4510,Sonos,40.72451,-74.000056,Electronics Store
4511,Lure Fishbar,40.724703,-73.9983278,Seafood Restaurant
4512,Warby Parker,40.72540321,-73.9991923,Optical Shop
4513,A.P.C.,40.724413061269416,-73.998758045974,Clothing Store
4516,Mercer Hotel,40.724827682731956,-73.99855256080627,Hotel
4517,Polo Ralph Lauren,40.72519603270543,-73.9993999766865,Clothing Store
4518,Angelika Film Center,40.7259001521722,-73.99762528661401,Indie Movie Theater
4520,Mercer Kitchen,40.72468796609349,-73.99867503501252,American Restaurant
4521,Shinola Soho,40.72489827560065,-73.99903501141586,Watch Shop
4522,Ted Baker,40.72498453792351,-74.00050310561173,Clothing Store
4523,Prada,40.72446757891161,-73.99818314779806,Boutique
4525,Mackage,40.72418190650376,-73.99896872549462,Clothing Store
4526,Apple SoHo,40.72502969381571,-73.99913465385907,Electronics Store
4527,Tiffany & Co.,40.7243464,-74.000047,Jewelry Store
4530,Nespresso Boutique,40.72458,-73.99847,Coffee Shop
4531,Fanelli Café,40.724607,-73.998751,American Restaurant
4532,INTERMIX,40.72474570895953,-73.99880125008089,Boutique
4533,B&B Winepub,40.7258,-73.99793,Gastropub
4534,Farm Rio,40.725186,-73.999405,Clothing Store
4535,Balenciaga,40.725065,-73.998548,Boutique
4536,The Soho Building,40.7244216809374,-73.99958625663648,Building
4538,SEE,40.72506957557341,-74.00111943483358,Optical Shop
4539,Trader Joe's,40.72561105671141,-74.00498490487023,Grocery Store
4541,Switch Playground SoHo,40.72594565282432,-74.00394265793933,Gym
4542,Hudson River Greenway,40.724906373436184,-74.00636081161025,Trail
4543,The Greene Space at WNYC,40.727122463940745,-74.00537489348002,Performing Arts Venue
4544,Warby Parker New York City HQ and Showroom,40.72586846,-74.00497559,Optical Shop
4545,The Dominick,40.725468,-74.00533,Hotel
4546,Cafe Altro Paradiso,40.725487,-74.004609,Italian Restaurant
4547,La Sirene,40.72439959288681,-74.00589131424262,French Restaurant
4548,Adoro Lei,40.72567823610803,-74.00757732999928,Italian Restaurant
4549,Nonna Beppa,40.72555830691896,-74.0074027909568,Italian Restaurant
4550,Fridman Gallery,40.7258470746741,-74.00733739147432,Art Gallery
4551,New York City Fire Museum,40.72582735865202,-74.00686735650827,Museum
4553,CAVA,40.72192791798716,-73.99651188343245,Mediterranean Restaurant
4554,MoMA Design Store,40.72273658211859,-73.99795434756109,Gift Shop
4555,Ruby's Café,40.722292,-73.996248,Australian Restaurant
4556,19 Cleveland,40.72160778167724,-73.99724900722504,Mediterranean Restaurant
